NOMENCLATURE,JSF PART NUMBER,MFR PART NUMBER,SMR,EEL,TURN-IN,SERIAL
"COATINGS, FUEL FLOO",2CSH20076-3027,2CSH20076-3027,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3028,2CSH20076-3028,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3029,2CSH20076-3029,XBODDT,NO,YES,NO
"FLOOR ASSY, FS346 T",2CSH20076-5002,2CSH20076-5002,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6005,2CSH20076-6005,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6007,2CSH20076-6007,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6010,2CSH20076-6010,XBOZZN,NO,NO,NO
RH FLOOR SUBASSY FS,2CSH20076-6013,2CSH20076-6013,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6014,2CSH20076-6014,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6015,2CSH20076-6015,XBOZZN,NO,NO,NO
RH FLOOR SUBASSY FS,2CSH20076-6016,2CSH20076-6016,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6017,2CSH20076-6017,XBOZZN,NO,NO,NO
RH FLOOR SUBASSY FS,2CSH20076-6018,2CSH20076-6018,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6019,2CSH20076-6019,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6021,2CSH20076-6021,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS3",2CSH20076-6022,2CSH20076-6022,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS3",2CSH20076-6023,2CSH20076-6023,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS3",2CSH20076-6024,2CSH20076-6024,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS3",2CSH20076-6025,2CSH20076-6025,XBOZZN,NO,NO,NO
"FLOOR SUBASSY, FS34",2CSH20076-6026,2CSH20076-6026,XBOZZN,NO,NO,NO
"FUEL FLOOR, RHS",2CSH20077-0007,2CSH20077-0007,XBDDDT,NO,YES,NO
"FUEL FLOOR, RHS",2CSH20077-0017,2CSH20077-0017,XBDDDT,NO,YES,NO
FUEL FLOOR - RHS,2CSH20077-0019,2CSH20077-0019,XBDDDT,NO,YES,NO
FUEL FLOOR - RHS,2CSH20077-0023,2CSH20077-0023,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0035,2CSH20077-0035,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0039,2CSH20077-0039,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0041,2CSH20077-0041,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0043,2CSH20077-0043,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0045,2CSH20077-0045,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0047,2CSH20077-0047,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0048,2CSH20077-0048,XBOZZN,NO,NO,NO
RH FUEL FLOOR,2CSH20077-0049,2CSH20077-0049,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0051,2CSH20077-0051,XBOZZN,NO,NO,NO
FUEL FLOOR - RHS,2CSH20077-0052,2CSH20077-0052,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3003,2CSH20077-3003,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3007,2CSH20077-3007,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3009,2CSH20077-3009,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3011,2CSH20077-3011,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3013,2CSH20077-3013,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3014,2CSH20077-3014,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3015,2CSH20077-3015,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3016,2CSH20077-3016,XBDDDT,NO,YES,NO
RH COATINGS FUEL FL,2CSH20077-3017,2CSH20077-3017,XBDDDT,NO,YES,NO
RH COATINGS FUEL FL,2CSH20077-3018,2CSH20077-3018,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3019,2CSH20077-3019,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3020,2CSH20077-3020,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20077-3021,2CSH20077-3021,XBODDT,NO,YES,NO
"ASSEMBLY, FUEL FLOO",2CSH20077-5003,2CSH20077-5003,XBOZZN,NO,NO,NO
"ASSEMBLY, FUEL FLOO",2CSH20077-5011,2CSH20077-5011,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6002,2CSH20077-6002,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6003,2CSH20077-6003,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6005,2CSH20077-6005,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6006,2CSH20077-6006,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6008,2CSH20077-6008,XBOZZN,NO,NO,NO
RH SUBASSEMBLY FUEL,2CSH20077-6010,2CSH20077-6010,XBOZZN,NO,NO,NO
RH SUBASSEMBLY FUEL,2CSH20077-6011,2CSH20077-6011,XBOZZN,NO,NO,NO
RH SUBASSEMBLY FUEL,2CSH20077-6013,2CSH20077-6013,XBOZZN,NO,NO,NO
RH SUBASSEMBLY FUEL,2CSH20077-6014,2CSH20077-6014,XBOZZN,NO,NO,NO
RH SUBASSEMBLY FUEL,2CSH20077-6015,2CSH20077-6015,XBOZZN,NO,NO,NO
"SUBASSEMBLY, FUEL F",2CSH20077-6016,2CSH20077-6016,XBDDDT,NO,YES,NO
"SKIN, FS270-365, UP",2CSH20105-0003,2CSH20105-0003,XBOZZN,NO,NO,NO
"SKIN, ASSY, FS270 -",2CSH20105-5003,2CSH20105-5003,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5005,2CSH20105-5005,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270",2CSH20105-5007,2CSH20105-5007,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5009,2CSH20105-5009,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5011,2CSH20105-5011,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5013,2CSH20105-5013,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5015,2CSH20105-5015,XBDDDT,NO,YES,NO
"SKIN,ASSY,FS270-365",2CSH20105-5017,2CSH20105-5017,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5019,2CSH20105-5019,XBDDDT,NO,YES,NO
"SKIN, ASSY, FS270 -",2CSH20105-5021,2CSH20105-5021,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20105-5023,2CSH20105-5023,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20105-5025,2CSH20105-5025,XBDDDT,NO,YES,NO
"SKIN, FS270-365, LH",2CSH20105-5027,2CSH20105-5027,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0003,2CSH20106-0003,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0005,2CSH20106-0005,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0007,2CSH20106-0007,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0009,2CSH20106-0009,XBOZZN,NO,NO,NO
"SKIN, FS270-365, RH",2CSH20106-0011,2CSH20106-0011,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0013,2CSH20106-0013,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0015,2CSH20106-0015,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0017,2CSH20106-0017,XBDDDT,NO,YES,NO
"SKIN, FS270-365, RH",2CSH20106-0019,2CSH20106-0019,XBDDDT,NO,YES,NO
"SKIN, FS270 TO 346.",2CSH20107-0003,2CSH20107-0003,PAOZZN,NO,NO,NO
"SKIN, FS270 TO 346.",2CSH20107-0005,2CSH20107-0005,XBOZZN,NO,NO,NO
"SKIN, FS270 TO 346.",2CSH20107-0011,2CSH20107-0011,XBOZZN,NO,NO,NO
"SKIN, FS270 TO 346.",2CSH20107-0013,2CSH20107-0013,XBOZZN,NO,NO,NO
"SKIN, FS270 TO 346.",2CSH20107-0017,2CSH20107-0017,XBOZZN,NO,NO,NO
"SKIN ASSY,LH,FS270",2CSH20107-5003,2CSH20107-5003,XBDDDT,NO,YES,NO
"SKIN ASSY,LH,FS270",2CSH20107-5005,2CSH20107-5005,XBDDDT,NO,YES,NO
"SKIN ASSY,LH,FS270",2CSH20107-5011,2CSH20107-5011,XBDDDT,NO,YES,NO
"ASSY,SKIN,FS270 TO",2CSH20107-5013,2CSH20107-5013,XBDDDT,NO,YES,NO
"ASSY,SKIN,FS270 TO",2CSH20107-5015,2CSH20107-5015,XBDDDT,NO,YES,NO
"ASSY,SKIN,FS270 TO",2CSH20107-5017,2CSH20107-5017,XBDDDT,NO,YES,NO
SKIN FS 270-346 UPR,2CSH20108-0001,2CSH20108-0001,XBDDDT,NO,YES,NO
SKIN FS 270-346 UPR,2CSH20108-0003,2CSH20108-0003,XBDDDT,NO,YES,NO
SKIN FS 270-346 UPR,2CSH20108-0007,2CSH20108-0007,XBDDDT,NO,YES,NO
"SKIN, FS270 TO 346.",2CSH20108-0009,2CSH20108-0009,XBDDDT,NO,YES,NO
"SKIN, FS270 TO 346.",2CSH20108-0011,2CSH20108-0011,XBDDDT,NO,YES,NO
"SKIN, FS270 TO 346.",2CSH20108-0013,2CSH20108-0013,XBDDDT,NO,YES,NO
"SKIN, FS270 TO 346.",2CSH20108-0015,2CSH20108-0015,XBDDDT,NO,YES,NO
SKIN - FS 270 TO 42,2CSH20109-0001,2CSH20109-0001,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0003,2CSH20109-0003,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0007,2CSH20109-0007,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0009,2CSH20109-0009,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0011,2CSH20109-0011,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0013,2CSH20109-0013,XBOZZN,NO,NO,NO
"SKIN, FS270-365, CV",2CSH20109-0015,2CSH20109-0015,XBOZZN,NO,NO,NO
"ASSY,SKIN,FS270-365",2CSH20109-5001,2CSH20109-5001,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5003,2CSH20109-5003,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5005,2CSH20109-5005,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5007,2CSH20109-5007,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5009,2CSH20109-5009,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5011,2CSH20109-5011,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5013,2CSH20109-5013,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5015,2CSH20109-5015,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5017,2CSH20109-5017,XBDDDT,NO,YES,NO
"ASSY, SKIN, FS270-3",2CSH20109-5019,2CSH20109-5019,XBDDDT,NO,YES,NO
SKIN - FS 270 TO 42,2CSH20110-0001,2CSH20110-0001,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0003,2CSH20110-0003,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0005,2CSH20110-0005,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0007,2CSH20110-0007,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0009,2CSH20110-0009,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0011,2CSH20110-0011,XBDDDT,NO,YES,NO
"SKIN, FS270-365, CV",2CSH20110-0013,2CSH20110-0013,XBDDDT,NO,YES,NO
"SKIN,FS270-365,UP",2CSH20110-0015,2CSH20110-0015,XBDDDT,NO,YES,NO
"SKIN,FS270-365,UP",2CSH20110-0017,2CSH20110-0017,XBDDDT,NO,YES,NO
"PANEL,LIFT FAN CLUT",2CSH20116-0013,2CSH20116-0013,XBOZZN,NO,NO,NO
"PANEL,LIFT FAN CLUT",2CSH20116-0017,2CSH20116-0017,PAOZZN,NO,NO,NO
"PANEL,LIFT FAN CLUT",2CSH20116-0019,2CSH20116-0019,PAOZZN,NO,NO,NO
"DOOR,ACCESS,AIRCRAF",2CSH20116-3005,2CSH20116-3005,PROODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20116-3007,2CSH20116-3007,PROODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20116-3009,2CSH20116-3009,XBOOOP,YES,YES,YES
LIFT FAN CLUTCH ACC,2CSH20116-3015,2CSH20116-3015,PAOODT,YES,YES,YES
LIFT FAN CLUTCH ACC,2CSH20116-3017,2CSH20116-3017,PAOODT,YES,YES,YES
"COATINGS, PANEL, LI",2CSH20116-3019,2CSH20116-3019,PAODDT,YES,YES,YES
"PANEL ASSY,LF CLUTC",2CSH20116-5007,2CSH20116-5007,PAOOAP,NO,YES,NO
"PANEL ASSY,LF CLUTC",2CSH20116-5011,2CSH20116-5011,PAOOAP,NO,YES,NO
"COATINGS, PANEL, LI",2CSH20116-7009,2CSH20116-7009,PAODDT,YES,YES,YES
"COATINGS, PANEL, LI",2CSH20116-7019,2CSH20116-7019,PAODDT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20117-3003,2CSH20117-3003,PAOODT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20117-3004,2CSH20117-3004,PAOODT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20117-3005,2CSH20117-3005,PROODT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20117-3006,2CSH20117-3006,PROODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20117-3007,2CSH20117-3007,PAODDT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20117-3008,2CSH20117-3008,PAODDT,YES,YES,YES
"COATINGS,PANEL,LIFT",2CSH20117-3009,2CSH20117-3009,PAODDT,YES,YES,YES
"COATINGS,PANEL,LIFT",2CSH20117-3010,2CSH20117-3010,PAODDT,YES,YES,YES
"COATINGS,PANEL,LIFT",2CSH20117-3011,2CSH20117-3011,PAODDT,YES,YES,YES
"COATINGS,PANEL,LIFT",2CSH20117-3012,2CSH20117-3012,PAODDT,YES,YES,YES
"ASSY, PANEL, LIFT F",2CSH20117-5003,2CSH20117-5003,PAODDT,NO,YES,YES
"ASSY, PANEL, LIFT F",2CSH20117-5004,2CSH20117-5004,PAODDT,NO,YES,YES
"CVR,LIFT FAN AFT BA",2CSH20117-5005,2CSH20117-5005,PAODDT,NO,YES,NO
"CVR,LIFT FAN AFT BA",2CSH20117-5006,2CSH20117-5006,PAODDT,NO,YES,NO
"CVR,LIFT FAN AFT BA",2CSH20117-5009,2CSH20117-5009,PAOODT,NO,YES,YES
"CVR,LIFT FAN AFT BA",2CSH20117-5010,2CSH20117-5010,PAOODT,NO,YES,YES
"PANEL, F1 FUEL ACCE",2CSH20121-0003,2CSH20121-0003,XBOZZN,NO,NO,NO
"PANEL, F1 FUEL ACCE",2CSH20121-0101,2CSH20121-0101,XBOZZN,NO,NO,NO
"DOOR,ACCESS,AIRCRAF",2CSH20121-3023,2CSH20121-3023,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3025,2CSH20121-3025,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3027,2CSH20121-3027,PAODDT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3029,2CSH20121-3029,PAODDT,YES,YES,YES
"COATINGS, PANEL, F1",2CSH20121-3035,2CSH20121-3035,PAODDT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3101,2CSH20121-3101,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3109,2CSH20121-3109,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3111,2CSH20121-3111,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3113,2CSH20121-3113,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3115,2CSH20121-3115,PROODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3117,2CSH20121-3117,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20121-3119,2CSH20121-3119,PAODDT,YES,YES,YES
"COATINGS, LAND SIDE",2CSH20121-3121,2CSH20121-3121,XBODDT,NO,NO,NO
"COATINGS,PANEL, F1",2CSH20121-3125,2CSH20121-3125,XBODDT,YES,YES,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5109,2CSH20121-5109,PAODDT,NO,YES,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5111,2CSH20121-5111,XBOZZN,NO,NO,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5113,2CSH20121-5113,XBOZZN,NO,NO,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5115,2CSH20121-5115,XBOZZN,NO,NO,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5117,2CSH20121-5117,PAODDT,NO,YES,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5119,2CSH20121-5119,XBODDT,NO,YES,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5121,2CSH20121-5121,PAODDT,NO,YES,YES
"PANEL, ASSY F1 FUEL",2CSH20121-5123,2CSH20121-5123,PAODDT,NO,YES,YES
"COATINGS, PANEL, F1",2CSH20121-7027,2CSH20121-7027,PAODDT,YES,YES,YES
"COATINGS, PANEL, F1",2CSH20121-7117,2CSH20121-7117,PAOODT,YES,YES,YES
"MP3 PANEL,F1 FUEL",2CSH20121AF003,2CSH20121AF003,PROODT,YES,YES,YES
"MP3 PANEL,F1 FUEL",2CSH20121AF004,2CSH20121AF004,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20121AF006,2CSH20121AF006,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20121AF007,2CSH20121AF007,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20121AF009,2CSH20121AF009,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20121AF011,2CSH20121AF011,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20121AF013,2CSH20121AF013,PROODT,YES,YES,YES
"COATINGS, PANEL, F1",2CSH20121T3027,2CSH20121T3027,PROODT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20122-3001,2CSH20122-3001,XBODDT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20122-3003,2CSH20122-3003,PAODDT,YES,YES,YES
"COATINGS,PANEL, F1",2CSH20122-3005,2CSH20122-3005,XBODDT,YES,YES,YES
COAT PANEL F1 FUEL,2CSH20122-3007,2CSH20122-3007,PAODDT,YES,YES,YES
COAT PANEL F1 FUEL,2CSH20122-3009,2CSH20122-3009,PAODDT,NO,YES,YES
"COATINGS,PANEL, F1",2CSH20122-7001,2CSH20122-7001,XBODDT,YES,YES,YES
"COATINGS, PANEL, F1",2CSH20122-7007,2CSH20122-7007,PAODDT,YES,YES,YES
"PANEL, GUN AMMO BAY",2CSH20124-0003,2CSH20124-0003,XBOZZN,NO,NO,NO
"DOOR,ACCESS,AIRCRAF",2CSH20124-3003,2CSH20124-3003,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20124-3005,2CSH20124-3005,PAOODT,YES,YES,YES
"COATINGS, PANEL, GU",2CSH20124-3007,2CSH20124-3007,PAOODT,YES,YES,YES
"PANEL, ASSY, GUN AM",2CSH20124-5003,2CSH20124-5003,PAODDT,NO,YES,NO
"PANEL,ASSY,GUN AM",2CSH20124-5009,2CSH20124-5009,PAODDT,NO,YES,NO
"MP3 PANEL,GUN AMMO",2CSH20124AF003,2CSH20124AF003,PROODT,YES,YES,YES
"MP3 PANEL,GUN AMMO",2CSH20124AF004,2CSH20124AF004,PROODT,YES,YES,YES
"COATINGS, GUN PANEL",2CSH20124AF006,2CSH20124AF006,PROODT,YES,YES,YES
"COATINGS, GUN PANEL",2CSH20124AF007,2CSH20124AF007,PROODT,YES,YES,YES
"PANEL, GUN ACCESS F",2CSH20125-0009,2CSH20125-0009,PAOZZN,NO,NO,NO
"PANEL, GUN, FWD ACC",2CSH20125-0015,2CSH20125-0015,PAOODT,NO,YES,YES
"PANEL, GUN, FWD ACC",2CSH20125-0019,2CSH20125-0019,XBODDT,NO,YES,NO
"DOOR,ACCESS,AIRCRAF",2CSH20125-3005,2CSH20125-3005,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20125-3015,2CSH20125-3015,PAOODT,YES,YES,YES
"DOOR,ACCESS,AIRCRAF",2CSH20125-3017,2CSH20125-3017,PAODDT,YES,YES,YES
"COATINGS, PANEL, GU",2CSH20125-3019,2CSH20125-3019,PAOODT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20125-3021,2CSH20125-3021,PAOODT,YES,YES,YES
"COATINGS, PANEL, GU",2CSH20125-3023,2CSH20125-3023,PAOODT,YES,YES,YES
"COATINGS, PANEL, GU",2CSH20125-3025,2CSH20125-3025,PAOODT,YES,YES,YES
"ASSY, PANEL, GUN AC",2CSH20125-5005,2CSH20125-5005,XBOZZN,NO,NO,NO
"ASSY, PANEL, GUN, F",2CSH20125-5015,2CSH20125-5015,PAODDT,NO,YES,YES
"ASSY,PANEL,FUN FWD",2CSH20125-5017,2CSH20125-5017,XAODDT,NO,YES,YES
"ASSY,PANEL,FUN FWD",2CSH20125-5019,2CSH20125-5019,XAODDT,NO,YES,NO
"PANEL, GUN, FWD ACC",2CSH20125AF004,2CSH20125AF004,PROODT,YES,YES,YES
"COATINGS, PANEL, GU",2CSH20125AF008,2CSH20125AF008,PROODT,YES,YES,YES
SLEEVE- ENGINE INLE,2CSH20127-0001,2CSH20127-0001,XBDDDT,NO,YES,NO
SLEEVE - ENGINE INL,2CSH20127-0003,2CSH20127-0003,PAOOOP,NO,YES,NO
TUNNEL CONDUIT,2CSH20127-8003,2CSH20127-8003,XBOZZN,NO,NO,NO
TUNNEL SLEEVE,2CSH20127-8005,2CSH20127-8005,XBOZZN,NO,NO,NO
GANG  CH PANEL,2CSH20129-0001,2CSH20129-0001,PAOZZN,NO,NO,NO
"FUEL FLOOR, FS 331",2CSH20135-0003,2CSH20135-0003,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0011,2CSH20135-0011,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0019,2CSH20135-0019,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0025,2CSH20135-0025,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0027,2CSH20135-0027,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0029,2CSH20135-0029,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0031,2CSH20135-0031,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0033,2CSH20135-0033,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0035,2CSH20135-0035,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0036,2CSH20135-0036,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0037,2CSH20135-0037,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 331",2CSH20135-0039,2CSH20135-0039,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 346-",2CSH20135-0040,2CSH20135-0040,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 346-",2CSH20135-0041,2CSH20135-0041,XBDDDT,NO,YES,NO
"FUEL FLOOR, FS 346-",2CSH20135-0042,2CSH20135-0042,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6003,2CSH20135-6003,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6004,2CSH20135-6004,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6009,2CSH20135-6009,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6011,2CSH20135-6011,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6013,2CSH20135-6013,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6014,2CSH20135-6014,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6015,2CSH20135-6015,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6017,2CSH20135-6017,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6018,2CSH20135-6018,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6019,2CSH20135-6019,XBDDDT,NO,YES,NO
FUEL FLOOR ASSEMBLY,2CSH20135-6020,2CSH20135-6020,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0009,2CSH20136-0009,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0011,2CSH20136-0011,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0022,2CSH20136-0022,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0024,2CSH20136-0024,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0026,2CSH20136-0026,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0027,2CSH20136-0027,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0029,2CSH20136-0029,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0031,2CSH20136-0031,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0035,2CSH20136-0035,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0036,2CSH20136-0036,XBDDDT,NO,YES,NO
LH FUEL FLOOR,2CSH20136-0037,2CSH20136-0037,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0039,2CSH20136-0039,XBDDDT,NO,YES,NO
"FUEL FLOOR, LHS",2CSH20136-0040,2CSH20136-0040,XBDDDT,NO,YES,NO
